year,dirty_energy_consumption,clean_energy_consumption,total_energy_consumption,total_co2_emission
1992,48456.004,1268.489,847.475,1458272
1993,42658.484,1403.171,748.154,1568192
1994,38108,1685.101,666.421,1652464
1995,34918.117,1512.712,598.716,1806352
1996,30925.791,1358.285,521.202,1828336
1997,27781.037,1268.625,459.578,1832000
1998,26792.451,1189.697,433.003,1747728
1999,25486.498,1188.513,406.961,1744064
2000,22806.006,1461.595,369.747,1714752
2001,25681.801,1553.578,416.192,1857648
2002,25946.77,1691.581,423.944,1927264
2003,28519.605,1622.411,464.691,1619488
2004,30317.518,1495.724,493.803,1509568
2005,30978.934,1436.799,507.509,1780704
2006,33120.566,1396.932,546.162,1707424
2007,36363.75,1443.549,605.149,1908944
2008,38105.965,1294.263,638.147,1886960
2009,33742.246,1171.255,572.664,1960240
2010,35610.27,1339.065,614.388,1960240
2011,40053.465,1289.527,697.246,1905280
2012,41643.395,1224.839,733.17,1972021
2013,41242.391,1215.521,736.464,2003336
2014,41463.852,1274.656,751.869,2345135
2015,38570.5,1426.463,713.382,2319487
2016,38526.453,1774.918,728.591,2480982
2017,40164.773,1692.135,766.602,2730134
2018,44372.672,1556.464,851.439,994997
2019,43406.891,1559.864,843.318,976137
1990,,,35.934,888522
1991,,,33.324,684199
1992,,,36.085,183200
1993,,,37.225,875696
1994,,,38.043,1018592
1995,,,40.418,1348352
1996,,,42.29,1234768
1997,,,39.314,1271408
1998,,,43.32,1634144
1999,,,41.109,1471293
2000,,,45.641,1785235
2001,,,46.469,1700183
2002,,,46.885,1651995
2003,,,44.604,1724339
2004,,,47.953,1752042
2005,,,52.122,1772405
2006,,,57.178,1760637
2007,,,57.597,1888301
2008,,,56.851,2136827
2009,,,62.099,2272898
2010,,,67.42,2264181
2011,,,69.683,2706250
2012,,,68.716,2704625
2013,,,72.699,2660657
2014,,,77.983,2979519
2015,,,89.318,3100428
2016,,,92.765,3371393
2017,,,94.561,3052705
2018,,,103.216,12230908000
2019,,,97.218,12750790000
1990,,,0.075,12385686000
1991,,,0.076,12518780000
1992,,,0.076,12712233000
1993,,,0.075,12801427000
1994,,,0.075,13189941000
1995,,,0.075,13234190000
1996,,,0.076,13207327000
1997,,,0.075,13377942000
1998,,,0.075,13814314000
1999,,,0.075,13768310000
2000,,,0.145,13879006000
2001,,,0.124,14132029000
2002,,,0.182,14346497000
2003,,,0.189,14392103000
2004,,,0.203,14391346000
2005,,,0.265,14503344000
2006,,,0.295,14207814000
2007,,,0.27,13361896000
2008,,,0.302,13919588000
2009,,,0.264,13710742000
2010,,,0.262,13646848000
2011,,,0.242,13672034000
2012,,,0.239,13541289000
2013,,,0.242,13504642000
2014,,,0.244,13287067000
2015,,,0.263,13285368000
2016,,,0.282,13344730000
2017,,,0.318,13037920000
2018,,,0.32,2504658
2019,,,0.322,2526966
1990,54624.379,0,91.493,2803312
1991,34431.148,0,46.121,2940777
1992,50396.949,0,81.675,3231039
1993,60576.809,0,100.173,3836235
1994,71253.164,0,116.935,3875521
1995,90954.094,0,150.55,4010334
1996,87488.125,0,149.02,4810582
1997,88023.633,0,155.051,4704557
1998,104961.883,0,190.984,5031508
1999,105604.359,0,198.265,5664895
2000,109536.438,0,211.943,5945282
2001,107600.5,0,214.305,6686778
2002,110790.812,0,226.83,7194159
2003,128997.93,0,271.091,6834857
2004,140627.266,0,302.839,7698208
2005,149455.016,0,334.093,8216418.5
2006,135875.562,0,321.131,8532908
2007,124446.914,0,311.96,8030408
2008,127302.047,0,337.47,7996618
2009,124978.219,0,349.383,8860314
2010,133508.609,0,392.964,9218278
2011,128367.727,0,403.566,9364898
2012,123815.992,0,420.314,9481238
2013,117800.133,0.136,429.561,10347979
2014,116071.281,2.363,436.621,9722308
2015,116071.328,3.504,453.707,10231486
2016,110794.688,32.281,448.638,9861259
2017,110803.273,44.371,457.236,11232139
2018,107882.633,33.815,465.896,27147690
2019,107933.273,36.909,479.507,28463072
1992,,,82.738,32918560
1993,,,72.467,34777844
1994,,,64.11,31079292
1995,,,54.608,31267054
1996,,,67.995,28908528
1997,,,64.12,30496980
1998,,,64.351,38924984
1999,,,69.226,42549016
2000,,,69.966,40282788
2001,,,66.388,37801700
2002,,,56.687,39485080
2003,,,59.906,43202330
2004,,,61.144,41569400
2005,,,57.57,43730548
2006,,,58.669,41914810
2007,,,64.386,43572436
2008,,,61.474,42790584
2009,,,62.067,41579400
2010,,,59.424,40062904
2011,,,67.648,43149716
2012,,,76.529,42742060
2013,,,71.866,44306892
2014,,,73.128,45491750
2015,,,65.64,42399920
2016,,,66.995,43365784
2017,,,69.386,42431172
2018,,,72.826,42600628
2019,,,65.922,41900196
1990,,,2.983,73225540
1991,,,3.247,69656250
1992,,,3.239,62084830
1993,,,3.332,63389270
1994,,,3.314,61786556
1995,,,3.923,61391316
1996,,,4.474,63024780
1997,,,4.533,61623560
1998,,,5.771,61163664
1999,,,6.823,61663744
2000,,,11.333,58365150
2001,,,12.043,59968212
2002,,,11.978,59004708
2003,,,11.678,61756176
2004,,,12.114,60129556
2005,,,14.007,60276270
2006,,,15.86,59633210
2007,,,15.56,58553668
2008,,,17.63,57248108
2009,,,18.506,51464056
2010,,,29.25,52068732
2011,,,38.48,50191330
2012,,,40.124,46757480
2013,,,47.307,43611550
2014,,,48.082,43729844
2015,,,70.626,46653468
2016,,,120.131,47113090
2017,,,121.38,49515228
2018,,,126.282,49463316
2019,,,153.777,49234644
1990,27207.439,4943.345,86.466,2215856
1991,26127.73,3614.874,79.68,2096309
1992,18618.945,2799.434,57.035,2242604
1993,15404.687,3222.682,49.156,2393481
1994,14521.672,3749.466,47.623,2342135
1995,13961.649,3379.055,44.568,2459567
1996,14190.277,2171.397,41.465,2513641
1997,13219.672,3496.728,41.772,2609590
1998,13277.543,5185.441,45.462,2628704
1999,12543.885,3362.381,38.594,2831173
2000,12289.738,3490.242,37.754,2923141
2001,13700.639,3535.498,40.664,2855336
2002,14516.004,3119.333,41.022,2982484
2003,14701.956,2958.364,40.519,2976171
2004,16052.498,4074.112,45.556,3100137
2005,16628.648,4384.972,46.958,2968443
2006,16589.967,3604.97,44.543,3144668
2007,17413.949,3681.805,45.926,3483689
2008,17285.906,4205.29,46.235,3801137
2009,15911.109,4675.648,43.823,3719715
2010,18674.502,4813.965,49.674,3616621
2011,17097.943,4113.541,44.34,3494164
2012,16710.514,5532.236,45.928,3490870
2013,16810.225,4855.435,44.263,3480080
2014,16237.21,3884.402,40.745,3436352
2015,16854.027,3956.765,41.739,3533853
2016,17535.312,4938.72,44.5,3485184
2017,17294.391,7688.147,48.963,3601620
2018,17228.967,5048.5,43.562,3658953
2019,18502.938,4659.504,44.808,3546263
1990,,,20.881,577996540
1991,,,34.384,615365500
